 ,Airports,Auto Dealerships,Auto Shops,Banks,Bars,Big Box Stores,Casual Dining,Clothing Stores,Convenience Stores,Discount Stores,Drug Stores,Fast Food,Furniture Stores,Grocery,Gas Stations,Gyms,Hardware Stores,Hotels,Liquor Stores,Movie Theaters,Nail Salons,Offices,Pet Stores,Salons/Barbershops,Shopping Malls,Trails,Warehouse Stores,Wireless Carriers,Veterinarians,,,,
2020-05-03,22.1067651,87.61898392,99.40603614,100.5127549,48.89786389,99.31839543,31.48708157,30.78765006,95.71454451,98.59093,125.1831386,103.1108967,50.34361643,101.773951,99.67347958,35.77472145,169.5009767,41.20869427,112.7671367,27.65890449,67.44255344,61.8507939,86.59440417,65.37882716,39.28993706,139.835387,102.5558445,73.14621011,101.3933334,,,,
2020-05-04,22.49364415,88.94078006,100.5846544,102.6271265,49.51192826,100.1850712,32.03112029,31.54545961,96.33006568,99.522531,126.6550715,103.9000606,51.4512169,102.3177524,100.2019405,36.07453476,171.8203563,41.86195573,113.450012,27.9871184,68.54433864,62.5851699,88.07794325,66.58613011,39.96334342,140.644719,103.2088264,74.92260287,102.4395374,,,,
2020-05-05,22.58393293,90.13940443,101.6827914,105.3732535,50.24286785,101.0319015,32.73697833,32.36376324,97.25249334,100.704436,127.5728922,104.1813328,52.77598687,103.6662272,100.7902643,36.31415981,172.9995928,42.14459807,116.1561171,28.24991052,69.45668439,63.1661418,89.45972078,67.68619358,40.64967402,140.361029,103.4600805,76.14884213,103.2276875,,,,
2020-05-06,22.71935994,91.75960182,102.7047173,106.6358081,51.03955206,101.4312006,33.26871076,33.13439514,98.16205867,102.110308,127.7942445,104.2714525,53.59441223,104.0628762,101.5807565,36.86541981,174.6629597,42.60939217,116.3223404,28.63888355,70.73398932,63.9339504,90.46508272,68.99888608,41.29301412,141.79052,103.7560256,77.05758138,104.222473,,,,
2020-05-07,22.97206821,92.59615776,103.5643569,106.2391312,52.12189585,101.491853,33.69279511,33.98386675,99.07638942,102.980148,128.683601,104.1911297,54.4523271,104.3535058,102.3211043,37.5252209,176.5278411,43.19113899,116.5624773,29.10827127,71.49541043,64.7428868,91.47585769,70.11664953,41.98073399,146.090273,103.3399878,77.55215362,104.8136363,,,,
2020-05-08,23.16196331,93.57723048,103.5972731,102.6712244,52.39190846,102.109738,34.30696586,34.46484547,99.2105878,103.301839,129.203646,103.1923782,55.05821411,105.0502904,102.0027953,37.56573567,176.4928349,43.28447834,116.0439642,29.29370511,72.41580975,65.0048537,91.98872366,70.99668745,42.51021978,144.805051,104.9992406,77.2304846,104.9430326,,,,
2020-05-09,22.81572986,92.21666163,101.6822402,100.1226202,51.58271887,102.9256447,34.93251882,35.75859091,98.29335892,103.669914,131.0107937,101.2533514,55.9062344,106.0732236,100.0136189,37.03184132,173.5235801,42.70238582,115.1700733,28.96486981,72.72638979,63.673614,92.3919643,70.92799993,43.29592484,139.4164,105.5294886,77.09732682,103.4172813,,,,
2020-05-10,22.9185727,91.76721156,101.0285297,99.74833542,51.99807662,102.1779303,38.8677789,36.39042141,98.35888897,103.982489,131.1896444,99.88847344,56.07329877,107.2812747,99.63911784,37.11890599,168.6884936,42.54579571,116.2156401,29.19484782,73.3357794,63.7212759,91.288615,71.69155473,44.03950471,138.745079,103.9901213,78.38237348,103.2225503,,,,
2020-05-11,23.11261088,92.02193251,100.4301947,96.67941596,52.03698053,100.8000907,39.30086185,36.73183387,97.81464743,102.737305,128.8060082,98.45868735,56.18293747,106.1754854,99.37636754,37.03229435,166.3390889,42.43400843,114.9363443,28.982975,73.4921633,63.6890193,91.07862637,71.76338495,43.90831821,137.886524,102.4878845,77.44813208,103.2421613,,,,
2020-05-12,23.48153087,92.95533756,100.58478,96.31717032,52.34035397,99.99848877,39.73929831,37.25202097,97.35989787,101.809479,127.615229,97.99571128,56.72744583,104.7949777,99.35098795,37.24649384,165.9264634,42.67439782,112.2206866,29.15791089,73.31567367,64.2635511,91.3055457,72.60332641,44.05045471,139.170067,101.3243711,78.09059664,103.5367722,,,,
2020-05-13,23.86009327,93.35022175,100.7569912,96.80767102,52.94661224,99.36575738,40.36803912,37.75254718,97.09031948,101.062457,127.0164819,97.94475825,57.55551761,104.2869843,99.26837811,37.6772664,165.5467477,43.06527874,112.4379915,29.32203269,73.12518781,64.8122634,91.59809795,73.33072547,44.25144205,141.449324,100.2885852,78.85183003,104.0138659,,,,
2020-05-14,24.01213294,93.98886198,100.8266183,97.07437877,53.3160236,98.56609946,40.98998879,38.3125082,96.52054317,100.06778,125.5386015,97.67218238,58.16652402,103.6450355,98.94364081,37.89124167,164.9896636,43.43760878,112.6289193,29.35789567,72.87278177,65.092301,92.12140627,74.18547772,44.43371328,140.983957,99.36299889,79.38015505,104.5519913,,,,
2020-05-15,24.22090745,94.73808707,101.6211956,98.07429479,54.90653505,97.43701292,41.68572642,39.29982646,96.54072545,99.174212,124.063754,97.99221827,58.91733348,102.6195086,99.52331634,38.65923116,165.749992,44.37080368,113.2921379,29.77877698,72.69931905,65.8515446,92.1518261,75.25558161,44.77013036,144.058007,97.97017667,80.00774144,105.047833,,,,
2020-05-16,24.16508791,94.49689349,101.0831563,95.15013524,55.92110273,94.04191948,42.00928883,39.72834955,94.8896605,96.445008,118.8784641,96.56799551,58.7917277,98.24320223,98.49646378,38.63444789,163.4033071,45.47887584,111.2198802,30.12428004,72.27272467,65.4046368,90.44845372,75.6876886,44.18539366,146.469517,94.6397079,79.49438449,103.683158,,,,
2020-05-17,24.46667627,95.16823509,101.4802713,94.27082851,56.20195124,94.79021831,39.69040653,40.81025219,94.53463594,95.756747,117.6099059,96.88616111,60.54613747,96.83456681,98.53918214,38.73119038,167.5053015,46.28203467,110.0612932,30.28456537,72.97584802,65.3127181,92.30108761,75.71490898,44.3632166,145.832051,96.66443471,79.10727647,103.7044262,,,,
2020-05-18,24.74717445,95.61275974,102.05244,95.93316152,56.7799258,95.35526913,40.1996175,41.77385325,94.67977818,95.995152,118.1220036,97.30588738,61.81082785,97.26297247,98.58072495,39.50065707,168.9191435,46.82806746,110.8640815,30.88017625,73.30964253,65.9500543,92.48853398,76.89120719,45.01072511,145.933323,97.64733745,80.17915785,103.9474469,,,,
2020-05-19,24.90832836,96.01873418,102.3886887,94.90168233,57.25561776,95.61585723,40.83292083,42.53903374,94.90812945,96.277696,118.3161719,97.56670584,62.85857626,97.44984051,98.69479183,40.16001675,169.4100087,47.25490437,111.3982469,31.10273969,74.05134017,66.1404536,92.91150143,77.92959778,45.53234182,145.506373,97.83822534,79.82543497,104.1599273,,,,
2020-05-20,25.18716942,96.67128736,102.9679718,94.1192079,57.88798263,95.8283176,41.38247642,43.71795941,95.22649081,96.562592,118.6344399,97.83743955,63.78069499,97.69667518,99.04581772,40.87867552,169.6944351,47.64554647,112.1707244,31.39189437,75.00390895,66.3682755,93.50153008,79.30955673,46.26284593,144.731163,99.02580153,79.98617274,104.5087059,,,,
2020-05-21,25.65849903,96.93704645,103.3819079,93.67579134,58.91251636,96.03417983,42.16609668,45.19658934,95.77505879,96.894816,119.2024716,98.38141315,64.92121303,98.12119422,99.76907784,41.5959836,170.4046126,48.25590443,113.6173055,31.90568153,75.84889215,66.7046968,93.81254056,80.74996709,47.09569823,145.357797,99.8500477,80.55520989,105.0701973,,,,
2020-05-22,26.05508015,98.02921539,103.8961888,92.83352779,60.06839992,96.85324978,43.27415226,46.80597459,96.64812328,97.628212,119.4709125,98.96853252,66.61935312,99.38298881,100.6987428,42.09561435,171.6245689,49.46563241,114.9000288,32.18177545,76.46553153,66.5958384,94.8054466,82.0886845,48.34559932,146.254982,101.485376,81.04581009,105.9606549,,,,
2020-05-23,25.96079799,97.08378659,102.0778599,92.29020315,60.19833544,95.80860023,43.55885317,47.97998247,95.71598119,96.618239,118.1072167,97.36562315,67.44218553,98.50260915,100.1101287,41.75539123,168.636953,51.00730446,113.4534478,31.84729059,75.15599964,65.5197298,93.40625248,81.07024451,48.66860147,143.808709,100.3048316,79.2556205,104.4069664,,,,
2020-05-24,26.05348307,97.29991755,102.377673,93.05681439,62.62969054,95.44294928,44.53435164,49.66820706,96.36678388,97.175889,118.1124972,97.40167528,68.60915607,99.36072437,101.0002756,42.25671669,168.9204665,53.61722892,116.4525344,32.58741502,75.23240181,65.6946974,93.32570558,80.98598196,49.54770471,148.657537,99.82595767,78.93143454,104.9206217,,,,
2020-05-25,25.85700958,90.85859411,96.88267548,83.62232249,63.11946848,96.15300486,45.70222069,50.90609239,95.2193291,96.507367,116.7736872,96.17396599,68.96448486,100.1731768,99.9914499,40.95954276,169.7270485,53.8803447,115.8798939,31.84095226,72.79138261,59.626819,92.30277509,78.29481079,50.22215263,156.057943,92.59502043,76.3772137,97.61981374,,,,
2020-05-26,26.19385006,91.8023687,97.50308518,85.59274162,63.65446278,95.65523739,45.81924187,51.98083665,95.28516506,95.956371,116.4461743,95.70562412,69.51727472,99.81668373,100.3385563,41.40657059,170.3771446,54.2610045,115.533439,32.1497978,73.10645875,59.6840103,92.35742359,78.58974426,50.6570552,156.521443,92.92009615,77.09993294,98.21454698,,,,
2020-05-27,26.45539554,92.56053833,97.65752691,87.3353204,64.3185279,95.28088131,46.35567491,52.76732121,95.17057063,95.341551,115.7890169,95.4218557,70.05559606,99.17893479,100.2768907,41.86305092,170.0190267,54.75513348,114.8834589,32.31951908,72.7643024,59.9212965,92.34248795,78.55824271,51.02019219,156.239986,92.00612188,77.4024704,98.61402649,,,,
2020-05-28,26.57083966,93.85574401,98.24250101,88.74580259,64.77487091,95.23364225,47.08825614,53.48868607,95.03063009,95.146296,115.7781392,95.28105043,70.63269599,98.67471432,99.94409,42.35471361,169.5083982,55.07373482,113.9768383,32.41118681,73.47621345,60.3387302,93.00030499,78.71870248,51.49154175,155.044215,91.4980998,77.37418063,99.06633029,,,,
2020-05-29,26.69356803,94.75927629,98.92940574,90.76347316,65.99099537,94.91685523,48.09133398,54.42470921,95.24049881,94.885969,115.8710367,95.60263772,71.34242018,97.85557284,100.2559681,43.22163388,168.4291908,55.15362666,113.5672128,32.79699111,73.68521197,61.3570824,93.16405828,78.97589509,51.98373491,154.81002,90.99520515,77.87805174,99.86064725,,,,
2020-05-30,26.73705353,94.59980183,98.83375622,89.61782078,66.82503445,93.39016484,48.90027435,55.38786551,94.78060746,93.741024,114.2863234,95.57692348,71.21030925,95.65126937,99.84659262,43.6259324,165.5485013,54.53759016,112.1907216,33.06953741,74.06243034,61.2789784,93.08831602,78.95853599,52.22950792,153.574339,89.59421348,78.05803337,99.40459361,,,,
2020-05-31,27.26739376,94.36310368,99.23539136,89.26727459,66.61779015,92.08789913,49.6191998,55.62880152,94.73284605,92.72977,113.3967819,96.13747264,71.60591975,94.54969392,100.0697637,43.8702377,164.4291338,53.13819944,109.9394108,32.93477994,74.58361759,61.4506005,93.75041482,80.13129007,52.21383199,151.640527,89.60787279,78.51582706,99.34465379,,,,
2020-06-01,27.9740555,102.5636235,105.9362682,101.7885597,67.84368572,90.46373514,49.66223507,56.00282723,96.87619879,93.714308,114.877381,98.47091663,72.48848091,94.01459569,102.327414,46.89827891,163.9295206,54.16520234,111.6824161,34.09059738,78.1074869,68.4302835,95.75823781,84.09058692,52.24505031,146.728071,96.3115168,81.95979511,107.8153705,,,,
2020-06-02,28.07891607,102.1798255,105.9528619,101.9289617,69.02930133,89.95565557,50.38512994,56.72461253,97.48448592,94.391128,114.7193164,99.24142514,72.833265,94.47631768,102.8653019,47.92295314,163.0488722,54.93108125,112.2354801,34.18038703,79.11620947,69.2530458,96.30787513,85.09300231,52.40288825,148.143061,95.63499254,82.33825876,108.4416036,,,,
2020-06-03,28.25721474,102.0243002,106.4212025,102.9312751,70.01866917,89.89829279,51.14741278,57.59620951,98.31489062,95.197996,115.3686791,99.96044629,73.66928831,95.25536006,103.7472344,48.83759971,162.6922291,55.61619915,112.6725837,34.70891295,81.20709868,69.9361047,96.80688057,86.18313589,52.81931348,148.477837,95.48034988,82.71289941,108.9425627,,,,
2020-06-04,28.68306688,101.8989394,106.8395862,103.233957,71.26295237,89.65787299,51.63583006,58.42746078,98.97889028,95.486153,115.4776311,100.376747,74.62777557,95.70082055,104.7005734,49.69803446,162.4667175,56.41842838,113.0413366,35.11884217,82.24623773,70.3801462,97.07298735,87.1954399,53.36509029,149.709672,95.50047274,83.26684235,109.6081435,,,,
2020-06-05,29.33263373,101.9737694,107.3790693,103.5585521,72.66907883,90.07920133,52.6067956,59.595444,99.7455004,96.471188,116.1349967,100.9135865,75.83166232,96.65751551,105.4018696,50.19469097,162.5062134,57.66269326,114.5668352,35.49595492,84.27169807,70.80747,98.29592556,88.17277609,54.15608417,150.027279,95.96643183,84.39831956,110.2421638,,,,
2020-06-06,29.44667264,100.0152943,105.6042045,103.2262325,73.10267681,89.61186705,53.13622698,60.703944,99.00032771,95.91344,115.2963489,99.66723343,76.26364678,96.05177971,104.5843188,49.94631401,158.6298836,58.4751289,114.2623721,35.32208945,83.92813924,69.7210737,98.01328865,87.83314391,54.78516838,147.927359,96.11461919,84.58044766,107.8331065,,,,
2020-06-07,29.85498688,100.3186205,105.4638163,103.9168624,74.28470035,90.452095,54.20969759,62.352917,99.16612334,96.258204,116.1494426,99.57784647,77.64899925,96.48441692,104.647072,50.34685954,157.784362,59.32541338,114.050536,35.74070457,83.33316449,69.7781893,98.50344382,87.82592434,56.05647318,147.023318,96.82559802,85.10858636,108.0476164,,,,
2020-06-08,30.33678096,99.70270161,105.3887331,100.8677126,75.08436328,91.28505066,54.82176243,63.52980425,99.16136661,96.253307,116.7127789,99.01678908,78.85231941,96.50072557,104.5310384,50.79916465,156.9595755,59.79238655,113.5641382,35.97032574,83.83952205,69.8141636,99.12698637,87.57741636,57.24381999,147.606137,97.31315681,84.81915557,107.8065725,,,,
2020-06-09,30.37884794,98.64070491,103.960991,98.08983895,75.06666691,90.6535801,55.16375016,63.72024569,98.05998463,94.725794,115.2817045,97.84285099,79.16756816,95.19257607,103.4949554,50.95040511,154.247818,59.95905615,112.7510472,35.94667299,82.63710028,69.1030295,97.93540825,86.3572897,57.91174704,145.514392,96.28416698,82.77653455,106.5075578,,,,
2020-06-10,30.70462855,99.2057521,103.9691766,96.09006457,75.97979021,90.88596061,55.8366377,65.00888666,97.90477956,94.537649,114.8920195,97.63805787,80.5528186,94.92073672,103.2582928,51.59933538,153.698053,60.51727442,112.6554499,36.01689809,82.69353692,69.2732849,98.25191958,86.42743978,59.01727324,145.296056,96.70030697,82.42064354,106.8940588,,,,
2020-06-11,31.26820994,99.4938634,104.0811484,95.2278022,77.05935368,91.20840784,56.7143095,66.40684936,98.09111709,94.871011,114.7613091,97.84464948,81.84897294,94.99045217,103.5581813,52.11634184,153.3365608,61.29708021,113.1099795,36.43564038,83.27842435,69.6953223,98.93033942,86.67132998,60.13394995,145.555107,97.10360417,82.26844559,107.1338605,,,,
2020-06-12,31.83358119,100.0876106,104.8388491,94.72451431,79.00988347,91.50717119,57.7175094,68.16496086,98.733373,95.401373,115.3878628,98.40778121,83.46370711,95.24679215,104.379653,53.01110716,153.5837407,62.76349769,114.1590027,37.0919854,83.99720302,70.0020703,99.46353364,87.37285082,61.62036065,147.884401,97.75256349,82.6930033,106.9914882,,,,
2020-06-13,32.04610413,99.40201096,104.1202103,93.6133069,79.84695455,90.65722808,58.44435703,69.63537491,98.17232465,94.746646,114.0175362,97.81142986,84.25975456,94.05099493,103.7001763,53.07620329,151.2590649,64.08324623,113.3055757,37.46292428,83.8383512,69.2825578,98.18009535,86.85116608,62.53407658,149.159788,96.92381605,82.00663949,105.8455125,,,,
2020-06-14,32.50366308,99.60228124,104.2248805,93.59734862,80.73614917,90.57115046,59.40512794,70.70389334,98.36958367,94.371989,113.5362524,98.03230312,85.20690857,93.82419048,104.0206937,53.42932903,150.788021,65.41919205,113.3921368,37.80461958,83.5889949,69.3541492,97.87724718,86.91339753,63.52717146,150.631606,97.13452753,82.27901284,105.8718989,,,,
2020-06-15,33.07919808,100.4186204,104.4858989,93.75455711,81.20963112,90.46530603,59.9817579,71.78249216,98.50873313,94.59821,113.3972035,98.39099558,86.37597701,93.88919762,104.2497458,54.07014202,150.6205463,66.31181422,113.1492501,38.15033611,83.82420001,69.3899124,98.05427457,87.3137948,64.51621312,150.698288,97.64910817,82.81634052,106.2415709,,,,
2020-06-16,33.85739156,102.5306139,106.4708276,95.32268124,82.82816933,91.68472127,61.02765676,73.91606003,99.7692382,96.431213,115.1494464,99.71849675,88.71001959,95.22531995,105.5075504,55.42229735,152.7538947,67.54544369,114.8493944,38.8858579,85.75834696,70.6721408,99.66684552,89.31703433,65.9191426,153.294994,98.94304396,85.40136887,107.462036,,,,
2020-06-17,34.13322829,102.7388896,106.7060061,95.20621927,83.52233466,91.67303081,61.45763727,74.88764826,100.0781742,96.791234,115.5326166,99.99166042,89.70862559,95.48921373,105.8759088,56.15625611,152.9755073,68.25826041,115.5947981,39.16491919,86.17027447,70.9292931,99.88285905,89.89662841,66.7176573,155.285568,99.2462491,85.85463596,107.4083304,,,,
2020-06-18,34.58022103,102.9571981,106.6381198,95.0068928,83.99990252,91.72765187,61.7182668,75.70346392,100.244292,96.893451,115.9468555,100.1061803,90.49567834,95.7252836,105.9004773,56.91280612,153.0113725,68.90729913,115.52591,39.23978235,86.96023079,70.9383604,99.69327603,90.31828312,67.40360021,155.98905,99.41487992,86.33261907,107.2869291,,,,
2020-06-19,34.92174537,103.3087522,106.4883176,94.04328829,84.2026774,92.35875032,62.15725182,76.89540894,100.3515421,96.987199,116.3405256,100.2720669,91.10224495,96.37696582,105.9295972,57.46473724,152.7539799,69.44164252,115.3173595,39.36309144,87.17832968,71.0369047,99.94669477,90.46809783,68.25239695,155.328,100.5961491,85.91605022,108.0319915,,,,
2020-06-20,34.97557728,102.041429,105.0093976,93.31037197,83.53819435,92.70598943,62.03327999,78.1179399,99.86086056,97.244974,116.9953833,99.46112774,91.21676902,96.69726275,105.2019259,57.30330374,150.0583098,69.70942481,114.4887266,38.96195016,87.66574178,70.3099086,99.28900149,89.969763,68.87247286,152.696425,100.5500607,85.61233975,108.111428,,,,
2020-06-21,35.03659771,101.3744691,103.9334717,92.81453677,83.33349561,91.70565501,63.49057801,77.56029466,99.67550546,97.154873,117.1147997,97.91610675,89.66283475,96.99622224,104.6913457,57.16029855,145.6485266,69.78756359,115.4975587,38.65946909,87.54559189,70.1077345,97.98467401,89.41325471,68.58315989,150.647121,98.30188825,84.89235736,107.7383205,,,,
2020-06-22,35.32009708,100.8742656,103.0810052,91.62763458,83.01148607,91.10724657,63.48987761,77.27638865,99.10308876,96.0689,116.6745528,97.17130024,89.32914574,96.3230219,104.1890394,57.36487246,144.037752,70.02179553,115.1987304,38.45209663,87.48600394,69.8581863,97.16668929,88.96974053,68.37750809,149.577453,97.03757317,83.90766951,107.280986,,,,
2020-06-23,35.38009045,100.5336508,102.4311884,90.80425393,82.79230152,90.77371158,63.39788049,77.2222738,98.67927684,95.096793,116.3628639,96.78648749,88.94447142,96.02406122,103.8258535,57.57206302,142.732517,70.36814903,114.228709,38.42244147,87.72221853,69.7208212,96.59212466,88.66253901,68.41941953,148.63453,96.43773933,84.42548245,106.6550575,,,,
2020-06-24,35.65329051,100.5891207,102.2917308,90.54655291,82.80413262,90.40485602,63.58043526,77.13454288,98.45771494,94.373698,115.9252809,96.61722882,88.79527479,95.78977123,103.7471923,57.85432443,141.8700251,70.7536654,113.6203886,38.33503236,88.01420414,69.5735703,96.35838974,88.72617961,68.46089635,148.251008,97.08869849,84.7803201,106.6550554,,,,
2020-06-25,35.79939791,100.7076862,102.4614541,90.8414809,82.97692876,89.93087004,63.79062379,76.79294631,98.5071662,93.869647,115.3893019,96.55174052,88.67729525,95.58669029,103.9551063,58.2309967,141.2345916,71.09603483,113.5687393,38.41922329,87.89929887,69.7089519,96.5501539,88.62925424,68.44962702,148.685371,97.59131736,85.08784489,107.0676328,,,,
2020-06-26,36.04068209,100.8382083,102.7532516,92.03086248,82.89081723,89.43947594,63.9811801,76.01662073,98.71262107,93.276734,115.1256429,96.70967372,88.45723661,95.2675866,104.3841996,58.51835337,140.5209934,71.72002354,113.8579619,38.70404721,89.0396042,69.9811937,96.20544708,88.84111298,68.41235424,149.033048,97.46164803,85.88831972,106.6908552,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
